ImageId,Depth,Distance,Scaling,Error
1,2205.515625,5.1545654745998775,427.87614899221023,0.92803765620990153
1,2253.21875,5.078983643899327,443.6357562809789,1.7077435609782301
1,2263.125,5.09617730966726,444.0828610313333,1.2245741771345677
1,2314.0,5.21543518204514,443.6830138290792,1.4116284658336968
1,2287.375,5.173463846341425,442.13607515931284,1.4635250412938401
1,2282.0,5.151113627553017,443.0110001444562,1.6815999466999012
1,2287.5,5.146158810358347,444.5062976672328,1.7550094717368308
1,2280.625,5.1495097114544075,442.8819689235753,1.5446414361707976
1,2291.0,5.168665249007232,443.24789662863975,1.6844863077096339
1,2287.75,5.190429359138321,440.76315112008314,1.1831776612661329
1,2310.1875,5.252098397100316,439.8599046193526,1.7690219923667918
1,2367.75,5.397225571710452,438.6976176075644,2.0626627112370368
1,2305.625,5.210805055976384,442.4700166734561,1.5040882585461286
1,2364.25,5.317870517958612,444.5858529303892,1.5546183938216172
1,2355.25,5.301016312956776,444.3015944401612,0.82931508509906504
1,2354.25,5.311438589277887,443.2414985937116,1.1759727875714481
1,2382.0,5.372411657974943,443.376299443491,1.6950711502887825
1,2370.5,5.3448990071759,443.50697680488224,1.1073345946367597
1,2387.75,5.384187968209457,443.4744875361512,1.7173900431533824
1,2412.0,5.453761425622341,442.263570362314,1.6355499350821836
1,2394.625,5.4099073660726225,442.63696916836534,1.3479322885258522
1,2430.75,5.47236243130658,444.18658861007395,0.96837676185299626
1,2443.0,5.4962367411000645,444.4859483092493,0.93765648333435192
1,2446.5,5.471798385572868,447.1107719265619,1.5847185786429645
1,2454.5,5.525552586142928,444.2089658426988,1.692220293674519
1,2470.0,5.540771379878243,445.7863049484416,1.2265190079714741
1,2475.0,5.558316891915053,445.2786784431191,1.202446343791314
1,2501.75,5.632510595218524,444.16250226386654,1.1522975711704375
1,2496.0,5.631614004759892,443.21219421117246,1.7473626918936962
1,2496.75,5.598563754598329,445.96259137878303,1.2393242549415489
1,2509.75,5.610308076689966,447.3462001895502,1.5257558247174483
1,2511.0,5.6315240510327484,445.88285111550135,1.0363186425745015
1,2525.5,5.776634745156321,437.19226009877445,0.16529567631538922
